city,state,cost,statistics,latitude,longitude
Enterprise,AL,"{'2015-01-01': 814.17, '2015-02-01': 810.39, '2015-03-01': 805.16, '2015-04-01': 804.41, '2015-05-01': 809.37, '2015-06-01': 812.6, '2015-07-01': 819.67, '2015-08-01': 818.44, '2015-09-01': 820.3, '2015-10-01': 820.95, '2015-11-01': 824.98, '2015-12-01': 824.33, '2016-01-01': 819.81, '2016-02-01': 818.57, '2016-03-01': 821.27, '2016-04-01': 825.02, '2016-05-01': 823.96, '2016-06-01': 821.56, '2016-07-01': 821.73, '2016-08-01': 824.84, '2016-09-01': 827.68, '2016-10-01': 830.13, '2016-11-01': 832.34, '2016-12-01': 834.13, '2017-01-01': 839.86, '2017-02-01': 841.76, '2017-03-01': 846.19, '2017-04-01': 847.48, '2017-05-01': 850.75, '2017-06-01': 851.35, '2017-07-01': 848.19, '2017-08-01': 848.54, '2017-09-01': 850.5, '2017-10-01': 852.27, '2017-11-01': 852.24, '2017-12-01': 852.16, '2018-01-01': 847.51, '2018-02-01': 845.76, '2018-03-01': 843.71, '2018-04-01': 852.52, '2018-05-01': 858.16, '2018-06-01': 867.35, '2018-07-01': 870.63, '2018-08-01': 879.27, '2018-09-01': 876.34, '2018-10-01': 879.03, '2018-11-01': 868.8, '2018-12-01': 878.45, '2019-01-01': 883.91, '2019-02-01': 896.33, '2019-03-01': 890.79, '2019-04-01': 892.46, '2019-05-01': 897.67, '2019-06-01': 906.38, '2019-07-01': 906.64, '2019-08-01': 908.17, '2019-09-01': 913.73, '2019-10-01': 912.84, '2019-11-01': 916.27, '2019-12-01': 908.69, '2020-01-01': 913.32, '2020-02-01': 910.99, '2020-03-01': 930.77, '2020-04-01': 939.49, '2020-05-01': 950.04, '2020-06-01': 952.06, '2020-07-01': 962.08, '2020-08-01': 969.55, '2020-09-01': 970.14, '2020-10-01': 970.28, '2020-11-01': 971.23, '2020-12-01': 985.21, '2021-01-01': 1035.99, '2021-02-01': 1064.08, '2021-03-01': 1068.1, '2021-04-01': 1046.87, '2021-05-01': 1047.37, '2021-06-01': 1067.51, '2021-07-01': 1068.27, '2021-08-01': 1076.36, '2021-09-01': 1078.12, '2021-10-01': 1095.63, '2021-11-01': 1108.97, '2021-12-01': 1112.33, '2022-01-01': 1132.53, '2022-02-01': 1152.56, '2022-03-01': 1192.66, '2022-04-01': 1211.35, '2022-05-01': 1223.72, '2022-06-01': 1237.95, '2022-07-01': 1229.82, '2022-08-01': 1230.86, '2022-09-01': 1225.76, '2022-10-01': 1231.97, '2022-11-01': 1239.96, '2022-12-01': 1234.94, '2023-01-01': 1236.11, '2023-02-01': 1234.86, '2023-03-01': 1256.9, '2023-04-01': 1266.55, '2023-05-01': 1284.79, '2023-06-01': 1286.21, '2023-07-01': 1296.68, '2023-08-01': 1295.63, '2023-09-01': 1296.75, '2023-10-01': 1300.06, '2023-11-01': 1299.11, '2023-12-01': 1301.67, '2024-01-01': 1303.39, '2024-02-01': 1304.9, '2024-03-01': 1291.47, '2024-04-01': 1295.8, '2024-05-01': 1302.37, '2024-06-01': 1323.15, '2024-07-01': 1323.61, '2024-08-01': 1329.67, '2024-09-01': 1343.45, '2024-10-01': 1348.02, '2024-11-01': 1363.1, '2024-12-01': 1363.32, '2025-01-01': 1371.79, '2025-02-01': 1359.65, '2025-03-01': 1352.09, '2025-04-01': 1348.94, '2025-05-01': 1350.37, '2025-06-01': 1355.22, '2025-07-01': 1360.74, '2025-08-01': 1373.56, '2025-09-01': 1397.13, '2025-10-01': 1412.64, '2025-11-01': 1416.73, '2025-12-01': 1397.18, '2026-01-01': 1385.68}","{'representative_monthly_cost': 1367.15, 'estimated_income_needed': 54686.0, 'yoy_rent_change_pct': 1.01}",31.3275,-85.8463
Florence,AL,"{'2020-12-01': 712.89, '2021-01-01': 724.07, '2021-02-01': 756.62, '2021-03-01': 744.08, '2021-04-01': 748.72, '2021-05-01': 746.44, '2021-06-01': 778.13, '2021-07-01': 788.24, '2021-08-01': 803.94, '2021-09-01': 796.76, '2021-10-01': 822.58, '2021-11-01': 834.84, '2021-12-01': 848.14, '2022-01-01': 840.23, '2022-02-01': 853.3, '2022-03-01': 851.08, '2022-04-01': 875.05, '2022-05-01': 876.92, '2022-06-01': 900.93, '2022-07-01': 894.01, '2022-08-01': 893.98, '2022-09-01': 912.26, '2022-10-01': 914.62, '2022-11-01': 928.96, '2022-12-01': 922.41, '2023-01-01': 938.65, '2023-02-01': 943.11, '2023-03-01': 943.65, '2023-04-01': 950.13, '2023-05-01': 972.99, '2023-06-01': 987.42, '2023-07-01': 986.03, '2023-08-01': 985.25, '2023-09-01': 987.8, '2023-10-01': 999.59, '2023-11-01': 987.3, '2023-12-01': 994.53, '2024-01-01': 996.91, '2024-02-01': 999.04, '2024-03-01': 1007.78, '2024-04-01': 1009.09, '2024-05-01': 1028.41, '2024-06-01': 1028.05, '2024-07-01': 1038.39, '2024-08-01': 1043.79, '2024-09-01': 1050.53, '2024-10-01': 1052.14, '2024-11-01': 1079.43, '2024-12-01': 1088.77, '2025-01-01': 1082.91, '2025-02-01': 1061.24, '2025-03-01': 1073.34, '2025-04-01': 1084.26, '2025-05-01': 1101.21, '2025-06-01': 1093.6, '2025-07-01': 1105.71, '2025-08-01': 1097.09, '2025-09-01': 1089.34, '2025-10-01': 1087.28, '2025-11-01': 1084.87, '2025-12-01': 1097.96, '2026-01-01': 1100.78}","{'representative_monthly_cost': 1091.47, 'estimated_income_needed': 43658.8, 'yoy_rent_change_pct': 1.65}",34.8303,-87.6655
Gadsden,AL,"{'2024-07-01': 825.36, '2024-08-01': 824.56, '2024-09-01': 824.92, '2024-11-01': 815.86, '2024-12-01': 817.09, '2025-01-01': 835.51, '2025-02-01': 843.0, '2025-03-01': 845.43, '2025-04-01': 824.01, '2025-05-01': 830.93, '2025-06-01': 840.98, '2025-07-01': 849.83, '2025-08-01': 856.86, '2025-09-01': 847.21, '2025-10-01': 869.37, '2025-11-01': 880.21, '2025-12-01': 886.78, '2026-01-01': 879.0}","{'representative_monthly_cost': 848.52, 'estimated_income_needed': 33940.8, 'yoy_rent_change_pct': 5.2}",34.0086,-86.0157
Huntsville,AL,"{'2015-01-01': 764.72, '2015-02-01': 766.01, '2015-03-01': 768.93, '2015-04-01': 773.48, '2015-05-01': 776.17, '2015-06-01': 776.38, '2015-07-01': 774.92, '2015-08-01': 773.31, '2015-09-01': 773.97, '2015-10-01': 776.67, '2015-11-01': 777.07, '2015-12-01': 776.55, '2016-01-01': 780.65, '2016-02-01': 783.04, '2016-03-01': 788.71, '2016-04-01': 787.57, '2016-05-01': 792.5, '2016-06-01': 794.4, '2016-07-01': 798.05, '2016-08-01': 794.89, '2016-09-01': 796.59, '2016-10-01': 793.07, '2016-11-01': 796.15, '2016-12-01': 796.49, '2017-01-01': 798.4, '2017-02-01': 801.98, '2017-03-01': 806.24, '2017-04-01': 812.34, '2017-05-01': 819.03, '2017-06-01': 823.59, '2017-07-01': 830.62, '2017-08-01': 829.19, '2017-09-01': 826.72, '2017-10-01': 825.26, '2017-11-01': 827.39, '2017-12-01': 830.0, '2018-01-01': 834.29, '2018-02-01': 839.32, '2018-03-01': 845.91, '2018-04-01': 848.44, '2018-05-01': 857.1, '2018-06-01': 867.02, '2018-07-01': 875.75, '2018-08-01': 878.32, '2018-09-01': 881.12, '2018-10-01': 885.12, '2018-11-01': 889.97, '2018-12-01': 893.54, '2019-01-01': 892.01, '2019-02-01': 896.73, '2019-03-01': 901.33, '2019-04-01': 913.42, '2019-05-01': 920.98, '2019-06-01': 928.87, '2019-07-01': 934.42, '2019-08-01': 946.92, '2019-09-01': 958.77, '2019-10-01': 965.65, '2019-11-01': 965.32, '2019-12-01': 971.53, '2020-01-01': 986.15, '2020-02-01': 994.76, '2020-03-01': 1001.19, '2020-04-01': 1003.4, '2020-05-01': 1021.37, '2020-06-01': 1034.61, '2020-07-01': 1055.48, '2020-08-01': 1068.32, '2020-09-01': 1085.51, '2020-10-01': 1089.32, '2020-11-01': 1094.28, '2020-12-01': 1092.77, '2021-01-01': 1107.94, '2021-02-01': 1115.43, '2021-03-01': 1136.11, '2021-04-01': 1152.63, '2021-05-01': 1180.9, '2021-06-01': 1203.38, '2021-07-01': 1222.66, '2021-08-01': 1235.79, '2021-09-01': 1245.76, '2021-10-01': 1256.77, '2021-11-01': 1259.85, '2021-12-01': 1270.63, '2022-01-01': 1276.32, '2022-02-01': 1282.79, '2022-03-01': 1284.7, '2022-04-01': 1294.16, '2022-05-01': 1309.83, '2022-06-01': 1325.0, '2022-07-01': 1331.73, '2022-08-01': 1336.95, '2022-09-01': 1325.29, '2022-10-01': 1319.97, '2022-11-01': 1314.33, '2022-12-01': 1318.89, '2023-01-01': 1323.38, '2023-02-01': 1327.81, '2023-03-01': 1351.07, '2023-04-01': 1367.96, '2023-05-01': 1380.13, '2023-06-01': 1370.79, '2023-07-01': 1364.44, '2023-08-01': 1355.45, '2023-09-01': 1358.74, '2023-10-01': 1361.98, '2023-11-01': 1365.84, '2023-12-01': 1365.12, '2024-01-01': 1364.98, '2024-02-01': 1360.19, '2024-03-01': 1361.47, '2024-04-01': 1363.4, '2024-05-01': 1375.06, '2024-06-01': 1377.88, '2024-07-01': 1382.44, '2024-08-01': 1382.12, '2024-09-01': 1382.06, '2024-10-01': 1378.55, '2024-11-01': 1374.88, '2024-12-01': 1374.61, '2025-01-01': 1370.01, '2025-02-01': 1376.3, '2025-03-01': 1374.28, '2025-04-01': 1381.95, '2025-05-01': 1381.36, '2025-06-01': 1388.52, '2025-07-01': 1385.72, '2025-08-01': 1386.87, '2025-09-01': 1388.59, '2025-10-01': 1393.72, '2025-11-01': 1394.6, '2025-12-01': 1392.85, '2026-01-01': 1396.22}","{'representative_monthly_cost': 1387.7, 'estimated_income_needed': 55508.0, 'yoy_rent_change_pct': 1.91}",34.6981,-86.6412
Mobile,AL,"{'2015-01-01': 700.75, '2015-02-01': 701.96, '2015-03-01': 701.55, '2015-04-01': 703.47, '2015-05-01': 709.52, '2015-06-01': 714.6, '2015-07-01': 713.57, '2015-08-01': 717.98, '2015-09-01': 718.06, '2015-10-01': 720.25, '2015-11-01': 718.46, '2015-12-01': 720.56, '2016-01-01': 721.77, '2016-02-01': 724.37, '2016-03-01': 725.19, '2016-04-01': 729.47, '2016-05-01': 730.71, '2016-06-01': 732.78, '2016-07-01': 733.67, '2016-08-01': 742.68, '2016-09-01': 742.41, '2016-10-01': 741.48, '2016-11-01': 739.1, '2016-12-01': 741.72, '2017-01-01': 746.02, '2017-02-01': 747.63, '2017-03-01': 752.46, '2017-04-01': 757.98, '2017-05-01': 760.67, '2017-06-01': 760.51, '2017-07-01': 760.51, '2017-08-01': 759.07, '2017-09-01': 759.37, '2017-10-01': 758.45, '2017-11-01': 758.45, '2017-12-01': 764.24, '2018-01-01': 771.53, '2018-02-01': 778.41, '2018-03-01': 774.55, '2018-04-01': 773.22, '2018-05-01': 775.28, '2018-06-01': 784.12, '2018-07-01': 784.43, '2018-08-01': 782.45, '2018-09-01': 781.04, '2018-10-01': 781.46, '2018-11-01': 789.27, '2018-12-01': 794.61, '2019-01-01': 802.89, '2019-02-01': 801.78, '2019-03-01': 801.88, '2019-04-01': 805.1, '2019-05-01': 811.82, '2019-06-01': 818.74, '2019-07-01': 824.74, '2019-08-01': 827.3, '2019-09-01': 822.41, '2019-10-01': 818.06, '2019-11-01': 816.28, '2019-12-01': 824.26, '2020-01-01': 825.3, '2020-02-01': 822.92, '2020-03-01': 825.28, '2020-04-01': 828.76, '2020-05-01': 834.8, '2020-06-01': 833.46, '2020-07-01': 842.21, '2020-08-01': 847.82, '2020-09-01': 850.33, '2020-10-01': 846.4, '2020-11-01': 853.16, '2020-12-01': 861.66, '2021-01-01': 867.93, '2021-02-01': 875.72, '2021-03-01': 884.19, '2021-04-01': 907.37, '2021-05-01': 925.91, '2021-06-01': 947.42, '2021-07-01': 962.24, '2021-08-01': 985.79, '2021-09-01': 1000.58, '2021-10-01': 1012.24, '2021-11-01': 999.22, '2021-12-01': 996.63, '2022-01-01': 995.86, '2022-02-01': 1000.4, '2022-03-01': 1010.88, '2022-04-01': 1017.22, '2022-05-01': 1035.36, '2022-06-01': 1043.27, '2022-07-01': 1060.96, '2022-08-01': 1073.41, '2022-09-01': 1083.93, '2022-10-01': 1086.2, '2022-11-01': 1092.39, '2022-12-01': 1088.89, '2023-01-01': 1089.96, '2023-02-01': 1099.64, '2023-03-01': 1112.28, '2023-04-01': 1125.13, '2023-05-01': 1123.89, '2023-06-01': 1140.81, '2023-07-01': 1149.21, '2023-08-01': 1166.27, '2023-09-01': 1175.91, '2023-10-01': 1181.11, '2023-11-01': 1177.21, '2023-12-01': 1170.94, '2024-01-01': 1176.43, '2024-02-01': 1178.19, '2024-03-01': 1183.3, '2024-04-01': 1184.83, '2024-05-01': 1194.07, '2024-06-01': 1204.6, '2024-07-01': 1212.18, '2024-08-01': 1215.13, '2024-09-01': 1211.31, '2024-10-01': 1199.29, '2024-11-01': 1195.39, '2024-12-01': 1199.59, '2025-01-01': 1209.52, '2025-02-01': 1218.83, '2025-03-01': 1224.63, '2025-04-01': 1240.02, '2025-05-01': 1247.68, '2025-06-01': 1248.84, '2025-07-01': 1243.03, '2025-08-01': 1242.88, '2025-09-01': 1248.6, '2025-10-01': 1251.23, '2025-11-01': 1247.23, '2025-12-01': 1249.5, '2026-01-01': 1253.34}","{'representative_monthly_cost': 1247.46, 'estimated_income_needed': 49898.4, 'yoy_rent_change_pct': 3.62}",30.6782,-88.1162
Montgomery,AL,"{'2015-01-01': 884.4, '2015-02-01': 890.21, '2015-03-01': 890.18, '2015-04-01': 895.38, '2015-05-01': 890.62, '2015-06-01': 889.05, '2015-07-01': 890.41, '2015-08-01': 898.31, '2015-09-01': 896.26, '2015-10-01': 893.11, '2015-11-01': 889.12, '2015-12-01': 887.08, '2016-01-01': 884.67, '2016-02-01': 888.5, '2016-03-01': 890.93, '2016-04-01': 897.78, '2016-05-01': 896.24, '2016-06-01': 900.66, '2016-07-01': 896.21, '2016-08-01': 894.57, '2016-09-01': 893.57, '2016-10-01': 897.86, '2016-11-01': 903.25, '2016-12-01': 898.18, '2017-01-01': 897.79, '2017-02-01': 895.57, '2017-03-01': 905.43, '2017-04-01': 907.93, '2017-05-01': 912.93, '2017-06-01': 910.57, '2017-07-01': 910.67, '2017-08-01': 909.78, '2017-09-01': 912.85, '2017-10-01': 914.67, '2017-11-01': 916.68, '2017-12-01': 910.31, '2018-01-01': 914.24, '2018-02-01': 917.2, '2018-03-01': 923.46, '2018-04-01': 922.65, '2018-05-01': 924.02, '2018-06-01': 930.16, '2018-07-01': 932.65, '2018-08-01': 930.82, '2018-09-01': 929.19, '2018-10-01': 929.85, '2018-11-01': 928.5, '2018-12-01': 928.25, '2019-01-01': 927.93, '2019-02-01': 930.3, '2019-03-01': 935.17, '2019-04-01': 941.08, '2019-05-01': 949.93, '2019-06-01': 953.74, '2019-07-01': 952.32, '2019-08-01': 954.83, '2019-09-01': 948.38, '2019-10-01': 951.02, '2019-11-01': 947.38, '2019-12-01': 958.04, '2020-01-01': 960.5, '2020-02-01': 965.85, '2020-03-01': 966.44, '2020-04-01': 964.87, '2020-05-01': 969.1, '2020-06-01': 974.64, '2020-07-01': 983.37, '2020-08-01': 989.15, '2020-09-01': 990.53, '2020-10-01': 996.34, '2020-11-01': 1003.69, '2020-12-01': 1015.09, '2021-01-01': 1018.55, '2021-02-01': 1017.63, '2021-03-01': 1023.07, '2021-04-01': 1032.57, '2021-05-01': 1052.52, '2021-06-01': 1061.37, '2021-07-01': 1084.17, '2021-08-01': 1099.22, '2021-09-01': 1110.71, '2021-10-01': 1120.59, '2021-11-01': 1128.39, '2021-12-01': 1142.89, '2022-01-01': 1148.5, '2022-02-01': 1156.79, '2022-03-01': 1169.51, '2022-04-01': 1182.04, '2022-05-01': 1191.05, '2022-06-01': 1193.61, '2022-07-01': 1195.48, '2022-08-01': 1198.77, '2022-09-01': 1198.64, '2022-10-01': 1197.72, '2022-11-01': 1192.82, '2022-12-01': 1192.33, '2023-01-01': 1192.27, '2023-02-01': 1201.72, '2023-03-01': 1216.98, '2023-04-01': 1232.38, '2023-05-01': 1235.94, '2023-06-01': 1241.36, '2023-07-01': 1243.16, '2023-08-01': 1251.08, '2023-09-01': 1251.21, '2023-10-01': 1252.98, '2023-11-01': 1247.06, '2023-12-01': 1249.53, '2024-01-01': 1262.37, '2024-02-01': 1273.97, '2024-03-01': 1284.65, '2024-04-01': 1286.41, '2024-05-01': 1297.65, '2024-06-01': 1301.61, '2024-07-01': 1308.71, '2024-08-01': 1311.69, '2024-09-01': 1324.45, '2024-10-01': 1326.36, '2024-11-01': 1331.7, '2024-12-01': 1320.31, '2025-01-01': 1331.64, '2025-02-01': 1331.31, '2025-03-01': 1346.11, '2025-04-01': 1345.21, '2025-05-01': 1356.43, '2025-06-01': 1365.62, '2025-07-01': 1373.11, '2025-08-01': 1376.61, '2025-09-01': 1378.84, '2025-10-01': 1377.94, '2025-11-01': 1373.94, '2025-12-01': 1371.49, '2026-01-01': 1375.17}","{'representative_monthly_cost': 1372.3, 'estimated_income_needed': 54892.0, 'yoy_rent_change_pct': 3.27}",32.3482,-86.2668
Ozark,AL,"{'2023-04-01': 1156.89, '2023-05-01': 1184.73, '2023-06-01': 1178.43, '2023-07-01': 1195.21, '2023-08-01': 1188.32, '2023-09-01': 1209.2, '2023-10-01': 1253.7, '2023-11-01': 1253.22, '2023-12-01': 1206.07, '2024-01-01': 1182.36, '2024-02-01': 1188.29, '2024-03-01': 1240.47, '2024-04-01': 1244.01, '2024-05-01': 1275.36, '2024-06-01': 1266.46, '2024-07-01': 1287.15, '2024-08-01': 1262.5, '2024-09-01': 1246.84, '2024-10-01': 1229.57, '2024-11-01': 1253.25, '2024-12-01': 1301.52, '2025-01-01': 1333.31, '2025-02-01': 1336.38, '2025-03-01': 1334.47, '2025-04-01': 1320.32, '2025-05-01': 1312.69, '2025-06-01': 1311.84, '2025-07-01': 1320.25, '2025-08-01': 1317.41, '2025-09-01': 1325.74, '2025-10-01': 1345.95, '2025-11-01': 1359.58, '2025-12-01': 1356.77, '2026-01-01': 1333.43}","{'representative_monthly_cost': 1329.59, 'estimated_income_needed': 53183.6, 'yoy_rent_change_pct': 0.01}",31.4508,-85.6473
Talladega,AL,"{'2023-01-01': 1092.19, '2023-02-01': 1096.48, '2023-03-01': 1105.57, '2023-04-01': 1113.02, '2023-05-01': 1118.78, '2023-06-01': 1119.79, '2023-07-01': 1130.61, '2023-08-01': 1141.94, '2023-09-01': 1177.03, '2023-10-01': 1165.71, '2023-11-01': 1169.25, '2023-12-01': 1160.8, '2024-01-01': 1174.33, '2024-02-01': 1178.03, '2024-03-01': 1177.54, '2024-04-01': 1172.71, '2024-05-01': 1166.88, '2024-06-01': 1162.12, '2024-07-01': 1173.18, '2024-08-01': 1177.62, '2024-09-01': 1198.13, '2024-10-01': 1209.4, '2024-11-01': 1239.98, '2024-12-01': 1239.3, '2025-01-01': 1227.72, '2025-02-01': 1217.45, '2025-03-01': 1213.13, '2025-04-01': 1232.69, '2025-05-01': 1233.88, '2025-06-01': 1223.2, '2025-07-01': 1209.36, '2025-08-01': 1205.34, '2025-09-01': 1224.39, '2025-10-01': 1228.68, '2025-11-01': 1233.42, '2025-12-01': 1216.78, '2026-01-01': 1210.28}","{'representative_monthly_cost': 1220.32, 'estimated_income_needed': 48812.8, 'yoy_rent_change_pct': -1.42}",33.4333,-86.0986
Troy,AL,"{'2025-10-01': 1135.23, '2025-11-01': 1132.72, '2025-12-01': 1122.75, '2026-01-01': 1129.53}","{'representative_monthly_cost': 1131.12, 'estimated_income_needed': 45244.8, 'yoy_rent_change_pct': None}",31.8021,-85.9664
Tuscaloosa,AL,"{'2016-05-01': 963.53, '2016-06-01': 968.19, '2016-07-01': 957.61, '2016-08-01': 949.11, '2016-09-01': 943.61, '2016-10-01': 951.07, '2016-11-01': 955.15, '2016-12-01': 971.02, '2017-01-01': 985.92, '2017-02-01': 994.43, '2017-03-01': 1000.03, '2017-04-01': 995.65, '2017-05-01': 994.8, '2017-06-01': 987.4, '2017-07-01': 1019.96, '2017-08-01': 1032.91, '2017-09-01': 1033.64, '2017-10-01': 1010.75, '2017-11-01': 1006.07, '2017-12-01': 1016.79, '2018-01-01': 1014.74, '2018-02-01': 1010.44, '2018-03-01': 1006.99, '2018-04-01': 1015.8, '2018-05-01': 1023.57, '2018-06-01': 1037.18, '2018-07-01': 1029.9, '2018-08-01': 1043.31, '2018-09-01': 1039.63, '2018-10-01': 1051.26, '2018-11-01': 1048.7, '2018-12-01': 1041.39, '2019-01-01': 1036.33, '2019-02-01': 1031.62, '2019-03-01': 1039.31, '2019-04-01': 1047.91, '2019-05-01': 1066.61, '2019-06-01': 1078.68, '2019-07-01': 1077.26, '2019-08-01': 1081.97, '2019-09-01': 1081.08, '2019-10-01': 1095.08, '2019-11-01': 1089.14, '2019-12-01': 1086.02, '2020-01-01': 1079.51, '2020-02-01': 1076.85, '2020-03-01': 1081.62, '2020-04-01': 1090.1, '2020-05-01': 1094.26, '2020-06-01': 1102.34, '2020-07-01': 1100.58, '2020-08-01': 1097.38, '2020-09-01': 1103.97, '2020-10-01': 1109.75, '2020-11-01': 1129.69, '2020-12-01': 1128.84, '2021-01-01': 1131.53, '2021-02-01': 1121.42, '2021-03-01': 1124.28, '2021-04-01': 1125.39, '2021-05-01': 1129.81, '2021-06-01': 1144.27, '2021-07-01': 1154.44, '2021-08-01': 1177.98, '2021-09-01': 1181.96, '2021-10-01': 1193.78, '2021-11-01': 1204.7, '2021-12-01': 1211.5, '2022-01-01': 1219.1, '2022-02-01': 1214.5, '2022-03-01': 1239.18, '2022-04-01': 1254.14, '2022-05-01': 1265.62, '2022-06-01': 1255.99, '2022-07-01': 1258.32, '2022-08-01': 1270.25, '2022-09-01': 1281.54, '2022-10-01': 1283.51, '2022-11-01': 1287.11, '2022-12-01': 1285.67, '2023-01-01': 1293.97, '2023-02-01': 1312.85, '2023-03-01': 1325.86, '2023-04-01': 1340.76, '2023-05-01': 1339.91, '2023-06-01': 1351.29, '2023-07-01': 1350.15, '2023-08-01': 1363.61, '2023-09-01': 1363.0, '2023-10-01': 1375.59, '2023-11-01': 1370.74, '2023-12-01': 1374.41, '2024-01-01': 1378.93, '2024-02-01': 1382.33, '2024-03-01': 1397.28, '2024-04-01': 1403.22, '2024-05-01': 1409.96, '2024-06-01': 1412.56, '2024-07-01': 1426.94, '2024-08-01': 1432.99, '2024-09-01': 1446.59, '2024-10-01': 1445.56, '2024-11-01': 1448.41, '2024-12-01': 1455.51, '2025-01-01': 1453.9, '2025-02-01': 1465.78, '2025-03-01': 1462.22, '2025-04-01': 1474.23, '2025-05-01': 1482.86, '2025-06-01': 1479.12, '2025-07-01': 1478.75, '2025-08-01': 1488.89, '2025-09-01': 1516.12, '2025-10-01': 1548.48, '2025-11-01': 1550.28, '2025-12-01': 1542.86, '2026-01-01': 1531.57}","{'representative_monthly_cost': 1485.88, 'estimated_income_needed': 59435.2, 'yoy_rent_change_pct': 5.34}",33.2348,-87.5268
Batesville,AR,{'2026-01-01': 971.67},"{'representative_monthly_cost': 971.67, 'estimated_income_needed': 38866.8, 'yoy_rent_change_pct': None}",35.7687,-91.6227
Blytheville,AR,{'2026-01-01': 975.0},"{'representative_monthly_cost': 975.0, 'estimated_income_needed': 39000.0, 'yoy_rent_change_pct': None}",35.9321,-89.9051
Fayetteville,AR,"{'2015-01-01': 862.55, '2015-02-01': 868.56, '2015-03-01': 876.01, '2015-04-01': 883.74, '2015-05-01': 887.0, '2015-06-01': 898.69, '2015-07-01': 897.52, '2015-08-01': 898.77, '2015-09-01': 891.77, '2015-10-01': 890.82, '2015-11-01': 895.64, '2015-12-01': 902.25, '2016-01-01': 909.44, '2016-02-01': 909.2, '2016-03-01': 913.25, '2016-04-01': 921.12, '2016-05-01': 930.35, '2016-06-01': 935.09, '2016-07-01': 938.73, '2016-08-01': 944.02, '2016-09-01': 940.12, '2016-10-01': 939.79, '2016-11-01': 936.31, '2016-12-01': 941.8, '2017-01-01': 944.57, '2017-02-01': 957.13, '2017-03-01': 965.92, '2017-04-01': 973.76, '2017-05-01': 972.9, '2017-06-01': 978.97, '2017-07-01': 981.26, '2017-08-01': 988.81, '2017-09-01': 987.95, '2017-10-01': 989.28, '2017-11-01': 984.64, '2017-12-01': 985.07, '2018-01-01': 988.98, '2018-02-01': 995.5, '2018-03-01': 1003.2, '2018-04-01': 1003.51, '2018-05-01': 1007.37, '2018-06-01': 1011.27, '2018-07-01': 1020.4, '2018-08-01': 1021.03, '2018-09-01': 1020.05, '2018-10-01': 1014.62, '2018-11-01': 1013.14, '2018-12-01': 1018.72, '2019-01-01': 1024.51, '2019-02-01': 1033.41, '2019-03-01': 1036.99, '2019-04-01': 1043.46, '2019-05-01': 1048.16, '2019-06-01': 1051.15, '2019-07-01': 1054.08, '2019-08-01': 1055.57, '2019-09-01': 1054.48, '2019-10-01': 1053.27, '2019-11-01': 1049.93, '2019-12-01': 1049.79, '2020-01-01': 1054.72, '2020-02-01': 1064.48, '2020-03-01': 1077.58, '2020-04-01': 1081.9, '2020-05-01': 1084.39, '2020-06-01': 1085.91, '2020-07-01': 1091.41, '2020-08-01': 1093.42, '2020-09-01': 1100.31, '2020-10-01': 1104.05, '2020-11-01': 1110.15, '2020-12-01': 1114.71, '2021-01-01': 1122.97, '2021-02-01': 1134.77, '2021-03-01': 1140.99, '2021-04-01': 1154.04, '2021-05-01': 1162.2, '2021-06-01': 1177.46, '2021-07-01': 1193.38, '2021-08-01': 1215.93, '2021-09-01': 1234.48, '2021-10-01': 1240.52, '2021-11-01': 1248.92, '2021-12-01': 1255.65, '2022-01-01': 1263.69, '2022-02-01': 1268.77, '2022-03-01': 1275.71, '2022-04-01': 1295.23, '2022-05-01': 1316.73, '2022-06-01': 1345.67, '2022-07-01': 1374.73, '2022-08-01': 1400.26, '2022-09-01': 1405.47, '2022-10-01': 1398.85, '2022-11-01': 1400.77, '2022-12-01': 1408.58, '2023-01-01': 1422.13, '2023-02-01': 1427.5, '2023-03-01': 1433.6, '2023-04-01': 1435.52, '2023-05-01': 1438.0, '2023-06-01': 1443.05, '2023-07-01': 1449.96, '2023-08-01': 1454.95, '2023-09-01': 1462.65, '2023-10-01': 1459.1, '2023-11-01': 1455.21, '2023-12-01': 1449.23, '2024-01-01': 1453.79, '2024-02-01': 1462.73, '2024-03-01': 1469.34, '2024-04-01': 1476.98, '2024-05-01': 1481.15, '2024-06-01': 1495.43, '2024-07-01': 1506.11, '2024-08-01': 1516.62, '2024-09-01': 1519.07, '2024-10-01': 1512.88, '2024-11-01': 1521.37, '2024-12-01': 1525.33, '2025-01-01': 1538.26, '2025-02-01': 1537.12, '2025-03-01': 1540.96, '2025-04-01': 1550.17, '2025-05-01': 1555.33, '2025-06-01': 1565.68, '2025-07-01': 1571.37, '2025-08-01': 1575.69, '2025-09-01': 1572.9, '2025-10-01': 1576.35, '2025-11-01': 1576.8, '2025-12-01': 1579.86, '2026-01-01': 1573.46}","{'representative_monthly_cost': 1572.13, 'estimated_income_needed': 62885.2, 'yoy_rent_change_pct': 2.29}",36.0714,-94.1661
