city,state,cost,statistics,latitude,longitude
Anchorage,AK,"{'2015-01-01': 1989.11, '2015-02-01': 1987.47, '2015-03-01': 1983.38, '2015-04-01': 1986.46, '2015-05-01': 1994.38, '2015-06-01': 2003.63, '2015-07-01': 2013.83, '2015-08-01': 2024.65, '2015-09-01': 2037.15, '2015-10-01': 2047.26, '2015-11-01': 2056.4, '2015-12-01': 2062.48, '2016-01-01': 2062.99, '2016-02-01': 2060.09, '2016-03-01': 2055.49, '2016-04-01': 2056.68, '2016-05-01': 2060.15, '2016-06-01': 2063.73, '2016-07-01': 2064.02, '2016-08-01': 2060.86, '2016-09-01': 2058.89, '2016-10-01': 2058.47, '2016-11-01': 2060.77, '2016-12-01': 2063.92, '2017-01-01': 2063.12, '2017-02-01': 2057.9, '2017-03-01': 2049.9, '2017-04-01': 2045.5, '2017-05-01': 2042.74, '2017-06-01': 2042.71, '2017-07-01': 2043.06, '2017-08-01': 2046.26, '2017-09-01': 2049.65, '2017-10-01': 2053.88, '2017-11-01': 2057.89, '2017-12-01': 2061.23, '2018-01-01': 2064.98, '2018-02-01': 2067.85, '2018-03-01': 2070.08, '2018-04-01': 2070.69, '2018-05-01': 2069.58, '2018-06-01': 2065.66, '2018-07-01': 2064.26, '2018-08-01': 2063.81, '2018-09-01': 2067.56, '2018-10-01': 2068.04, '2018-11-01': 2069.15, '2018-12-01': 2068.47, '2019-01-01': 2084.56, '2019-02-01': 2114.08, '2019-03-01': 2151.47, '2019-04-01': 2177.72, '2019-05-01': 2191.58, '2019-06-01': 2200.88, '2019-07-01': 2206.02, '2019-08-01': 2211.14, '2019-09-01': 2215.97, '2019-10-01': 2223.32, '2019-11-01': 2234.17, '2019-12-01': 2244.16, '2020-01-01': 2253.08, '2020-02-01': 2259.28, '2020-03-01': 2263.66, '2020-04-01': 2260.31, '2020-05-01': 2248.35, '2020-06-01': 2234.17, '2020-07-01': 2224.1, '2020-08-01': 2223.07, '2020-09-01': 2225.8, '2020-10-01': 2228.65, '2020-11-01': 2232.77, '2020-12-01': 2236.14, '2021-01-01': 2238.14, '2021-02-01': 2235.74, '2021-03-01': 2233.13, '2021-04-01': 2234.79, '2021-05-01': 2244.49, '2021-06-01': 2257.84, '2021-07-01': 2278.26, '2021-08-01': 2296.97, '2021-09-01': 2314.7, '2021-10-01': 2326.11, '2021-11-01': 2329.55, '2021-12-01': 2332.67, '2022-01-01': 2340.31, '2022-02-01': 2354.57, '2022-03-01': 2376.91, '2022-04-01': 2399.46, '2022-05-01': 2423.19, '2022-06-01': 2438.64, '2022-07-01': 2447.55, '2022-08-01': 2449.52, '2022-09-01': 2445.11, '2022-10-01': 2439.2, '2022-11-01': 2438.27, '2022-12-01': 2442.66, '2023-01-01': 2445.5, '2023-02-01': 2448.66, '2023-03-01': 2453.71, '2023-04-01': 2467.04, '2023-05-01': 2483.46, '2023-06-01': 2504.93, '2023-07-01': 2519.29, '2023-08-01': 2528.81, '2023-09-01': 2528.95, '2023-10-01': 2527.42, '2023-11-01': 2522.69, '2023-12-01': 2519.26, '2024-01-01': 2519.74}","{'representative_monthly_cost': 2519.28, 'estimated_income_needed': 107969.14, 'yoy_buy_cost_change_pct': 3.04}",61.1508,-149.1091
Fairbanks,AK,"{'2015-01-01': 1500.3, '2015-02-01': 1505.01, '2015-03-01': 1506.93, '2015-04-01': 1509.33, '2015-05-01': 1515.7, '2015-06-01': 1522.24, '2015-07-01': 1528.14, '2015-08-01': 1535.85, '2015-09-01': 1541.5, '2015-10-01': 1545.9, '2015-11-01': 1545.17, '2015-12-01': 1548.73, '2016-01-01': 1556.62, '2016-02-01': 1563.78, '2016-03-01': 1568.55, '2016-04-01': 1571.16, '2016-05-01': 1578.23, '2016-06-01': 1585.42, '2016-07-01': 1589.36, '2016-08-01': 1592.33, '2016-09-01': 1595.48, '2016-10-01': 1601.36, '2016-11-01': 1606.55, '2016-12-01': 1613.64, '2017-01-01': 1620.41, '2017-02-01': 1624.5, '2017-03-01': 1625.34, '2017-04-01': 1624.67, '2017-05-01': 1625.12, '2017-06-01': 1629.67, '2017-07-01': 1637.93, '2017-08-01': 1652.55, '2017-09-01': 1667.13, '2017-10-01': 1682.96, '2017-11-01': 1695.62, '2017-12-01': 1704.67, '2018-01-01': 1707.61, '2018-02-01': 1706.18, '2018-03-01': 1707.14, '2018-04-01': 1707.4, '2018-05-01': 1706.09, '2018-06-01': 1700.7, '2018-07-01': 1700.08, '2018-08-01': 1701.13, '2018-09-01': 1704.91, '2018-10-01': 1703.96, '2018-11-01': 1702.64, '2018-12-01': 1699.3, '2019-01-01': 1706.1, '2019-02-01': 1722.55, '2019-03-01': 1747.12, '2019-04-01': 1766.68, '2019-05-01': 1780.43, '2019-06-01': 1791.57, '2019-07-01': 1802.07, '2019-08-01': 1811.78, '2019-09-01': 1820.09, '2019-10-01': 1827.11, '2019-11-01': 1834.26, '2019-12-01': 1841.33, '2020-01-01': 1844.13, '2020-02-01': 1843.97, '2020-03-01': 1843.47, '2020-04-01': 1847.59, '2020-05-01': 1849.99, '2020-06-01': 1848.89, '2020-07-01': 1851.26, '2020-08-01': 1860.31, '2020-09-01': 1875.9, '2020-10-01': 1884.66, '2020-11-01': 1889.99, '2020-12-01': 1889.98, '2021-01-01': 1887.54, '2021-02-01': 1885.99, '2021-03-01': 1884.01, '2021-04-01': 1886.75, '2021-05-01': 1892.58, '2021-06-01': 1901.53, '2021-07-01': 1915.97, '2021-08-01': 1927.39, '2021-09-01': 1941.12, '2021-10-01': 1952.99, '2021-11-01': 1965.88, '2021-12-01': 1980.68, '2022-01-01': 1987.84, '2022-02-01': 1988.66, '2022-03-01': 1986.57, '2022-04-01': 1994.31, '2022-05-01': 2012.36, '2022-06-01': 2031.15, '2022-07-01': 2044.62, '2022-08-01': 2048.18, '2022-09-01': 2042.43, '2022-10-01': 2035.27, '2022-11-01': 2027.88, '2022-12-01': 2016.35, '2023-01-01': 2000.31, '2023-02-01': 1988.4, '2023-03-01': 1984.13, '2023-04-01': 1982.36, '2023-05-01': 1982.58, '2023-06-01': 1989.86, '2023-07-01': 1999.61, '2023-08-01': 2004.12, '2023-09-01': 1998.26, '2023-10-01': 1987.54, '2023-11-01': 1978.2, '2023-12-01': 1969.55, '2024-01-01': 1972.61}","{'representative_monthly_cost': 1985.84, 'estimated_income_needed': 85107.43, 'yoy_buy_cost_change_pct': -1.38}",64.8353,-147.6533
Albertville,AL,"{'2015-01-01': 682.48, '2015-02-01': 676.79, '2015-03-01': 674.04, '2015-04-01': 676.01, '2015-05-01': 679.01, '2015-06-01': 680.91, '2015-07-01': 681.66, '2015-08-01': 683.67, '2015-09-01': 687.39, '2015-10-01': 691.94, '2015-11-01': 696.14, '2015-12-01': 700.01, '2016-01-01': 703.7, '2016-02-01': 708.4, '2016-03-01': 710.22, '2016-04-01': 712.5, '2016-05-01': 714.23, '2016-06-01': 717.32, '2016-07-01': 718.63, '2016-08-01': 719.02, '2016-09-01': 719.73, '2016-10-01': 723.18, '2016-11-01': 728.42, '2016-12-01': 733.2, '2017-01-01': 734.18, '2017-02-01': 731.96, '2017-03-01': 728.05, '2017-04-01': 726.27, '2017-05-01': 725.52, '2017-06-01': 727.15, '2017-07-01': 731.07, '2017-08-01': 734.54, '2017-09-01': 737.65, '2017-10-01': 740.56, '2017-11-01': 747.0, '2017-12-01': 754.28, '2018-01-01': 763.44, '2018-02-01': 770.06, '2018-03-01': 775.83, '2018-04-01': 777.96, '2018-05-01': 779.89, '2018-06-01': 781.63, '2018-07-01': 784.58, '2018-08-01': 789.27, '2018-09-01': 795.3, '2018-10-01': 799.82, '2018-11-01': 803.1, '2018-12-01': 804.79, '2019-01-01': 810.25, '2019-02-01': 820.23, '2019-03-01': 833.32, '2019-04-01': 845.08, '2019-05-01': 852.56, '2019-06-01': 859.09, '2019-07-01': 863.43, '2019-08-01': 866.17, '2019-09-01': 865.72, '2019-10-01': 865.93, '2019-11-01': 869.19, '2019-12-01': 877.4, '2020-01-01': 888.11, '2020-02-01': 897.74, '2020-03-01': 905.94, '2020-04-01': 911.43, '2020-05-01': 916.66, '2020-06-01': 921.75, '2020-07-01': 928.26, '2020-08-01': 938.3, '2020-09-01': 950.33, '2020-10-01': 961.32, '2020-11-01': 972.13, '2020-12-01': 982.33, '2021-01-01': 997.01, '2021-02-01': 1011.76, '2021-03-01': 1026.3, '2021-04-01': 1039.35, '2021-05-01': 1053.88, '2021-06-01': 1071.99, '2021-07-01': 1089.81, '2021-08-01': 1103.06, '2021-09-01': 1110.44, '2021-10-01': 1117.03, '2021-11-01': 1126.62, '2021-12-01': 1136.69, '2022-01-01': 1149.3, '2022-02-01': 1164.04, '2022-03-01': 1184.56, '2022-04-01': 1206.27, '2022-05-01': 1225.64, '2022-06-01': 1240.24, '2022-07-01': 1247.99, '2022-08-01': 1251.68, '2022-09-01': 1251.32, '2022-10-01': 1249.03, '2022-11-01': 1243.59, '2022-12-01': 1235.88, '2023-01-01': 1230.07, '2023-02-01': 1225.0, '2023-03-01': 1227.97, '2023-04-01': 1236.82, '2023-05-01': 1251.01, '2023-06-01': 1260.29, '2023-07-01': 1260.74, '2023-08-01': 1255.76, '2023-09-01': 1254.41, '2023-10-01': 1257.91, '2023-11-01': 1265.1, '2023-12-01': 1266.23, '2024-01-01': 1263.07}","{'representative_monthly_cost': 1256.84, 'estimated_income_needed': 53864.57, 'yoy_buy_cost_change_pct': 2.68}",34.2633,-86.2108
Anniston,AL,"{'2015-01-01': 980.45, '2015-02-01': 949.33, '2015-03-01': 916.9, '2015-04-01': 879.74, '2015-05-01': 843.23, '2015-06-01': 812.98, '2015-07-01': 789.16, '2015-08-01': 772.5, '2015-09-01': 758.1, '2015-10-01': 745.08, '2015-11-01': 732.02, '2015-12-01': 721.42, '2016-01-01': 711.14, '2016-02-01': 702.34, '2016-03-01': 696.56, '2016-04-01': 697.75, '2016-05-01': 705.52, '2016-06-01': 712.3, '2016-07-01': 714.48, '2016-08-01': 711.98, '2016-09-01': 707.21, '2016-10-01': 699.62, '2016-11-01': 687.61, '2016-12-01': 676.01, '2017-01-01': 669.2, '2017-02-01': 667.76, '2017-03-01': 666.44, '2017-04-01': 661.61, '2017-05-01': 656.01, '2017-06-01': 652.91, '2017-07-01': 654.54, '2017-08-01': 657.45, '2017-09-01': 661.48, '2017-10-01': 663.58, '2017-11-01': 664.95, '2017-12-01': 664.16, '2018-01-01': 663.64, '2018-02-01': 662.45, '2018-03-01': 662.25, '2018-04-01': 664.06, '2018-05-01': 668.55, '2018-06-01': 673.28, '2018-07-01': 679.49, '2018-08-01': 684.24, '2018-09-01': 686.37, '2018-10-01': 684.43, '2018-11-01': 683.71, '2018-12-01': 683.61, '2019-01-01': 687.16, '2019-02-01': 691.48, '2019-03-01': 697.29, '2019-04-01': 699.08, '2019-05-01': 699.3, '2019-06-01': 701.55, '2019-07-01': 705.74, '2019-08-01': 708.06, '2019-09-01': 705.99, '2019-10-01': 702.87, '2019-11-01': 699.9, '2019-12-01': 699.48, '2020-01-01': 695.69, '2020-02-01': 694.57, '2020-03-01': 696.39, '2020-04-01': 704.15, '2020-05-01': 711.85, '2020-06-01': 717.59, '2020-07-01': 721.27, '2020-08-01': 727.49, '2020-09-01': 737.87, '2020-10-01': 749.05, '2020-11-01': 758.42, '2020-12-01': 764.44, '2021-01-01': 771.84, '2021-02-01': 777.89, '2021-03-01': 784.29, '2021-04-01': 790.75, '2021-05-01': 802.95, '2021-06-01': 818.39, '2021-07-01': 831.19, '2021-08-01': 839.59, '2021-09-01': 842.18, '2021-10-01': 847.56, '2021-11-01': 852.49, '2021-12-01': 854.66, '2022-01-01': 853.33, '2022-02-01': 850.34, '2022-03-01': 850.0, '2022-04-01': 853.19, '2022-05-01': 858.38, '2022-06-01': 869.54, '2022-07-01': 877.94, '2022-08-01': 884.44, '2022-09-01': 884.01, '2022-10-01': 883.19, '2022-11-01': 880.95, '2022-12-01': 877.65, '2023-01-01': 875.34, '2023-02-01': 874.07, '2023-03-01': 875.36, '2023-04-01': 877.92, '2023-05-01': 880.25, '2023-06-01': 881.04, '2023-07-01': 876.14, '2023-08-01': 870.09, '2023-09-01': 865.08, '2023-10-01': 860.67, '2023-11-01': 858.8, '2023-12-01': 855.65, '2024-01-01': 853.17}","{'representative_monthly_cost': 872.08, 'estimated_income_needed': 37374.86, 'yoy_buy_cost_change_pct': -2.53}",33.6712,-85.8135
Auburn,AL,"{'2015-01-01': 1376.49, '2015-02-01': 1380.06, '2015-03-01': 1384.71, '2015-04-01': 1391.78, '2015-05-01': 1399.5, '2015-06-01': 1404.36, '2015-07-01': 1406.25, '2015-08-01': 1409.89, '2015-09-01': 1415.82, '2015-10-01': 1422.77, '2015-11-01': 1428.14, '2015-12-01': 1435.52, '2016-01-01': 1447.52, '2016-02-01': 1459.81, '2016-03-01': 1467.61, '2016-04-01': 1472.16, '2016-05-01': 1477.21, '2016-06-01': 1487.91, '2016-07-01': 1496.29, '2016-08-01': 1503.94, '2016-09-01': 1509.99, '2016-10-01': 1516.8, '2016-11-01': 1522.6, '2016-12-01': 1529.04, '2017-01-01': 1539.51, '2017-02-01': 1554.05, '2017-03-01': 1569.06, '2017-04-01': 1583.64, '2017-05-01': 1593.99, '2017-06-01': 1604.01, '2017-07-01': 1611.01, '2017-08-01': 1617.45, '2017-09-01': 1621.63, '2017-10-01': 1625.58, '2017-11-01': 1632.46, '2017-12-01': 1641.69, '2018-01-01': 1652.69, '2018-02-01': 1664.19, '2018-03-01': 1675.77, '2018-04-01': 1687.05, '2018-05-01': 1695.38, '2018-06-01': 1703.64, '2018-07-01': 1712.7, '2018-08-01': 1721.34, '2018-09-01': 1729.89, '2018-10-01': 1736.04, '2018-11-01': 1743.15, '2018-12-01': 1750.48, '2019-01-01': 1760.81, '2019-02-01': 1774.52, '2019-03-01': 1789.75, '2019-04-01': 1802.89, '2019-05-01': 1811.45, '2019-06-01': 1817.96, '2019-07-01': 1823.34, '2019-08-01': 1825.72, '2019-09-01': 1825.28, '2019-10-01': 1824.78, '2019-11-01': 1829.4, '2019-12-01': 1833.19, '2020-01-01': 1837.93, '2020-02-01': 1843.62, '2020-03-01': 1852.62, '2020-04-01': 1862.28, '2020-05-01': 1866.44, '2020-06-01': 1871.85, '2020-07-01': 1879.64, '2020-08-01': 1892.79, '2020-09-01': 1909.19, '2020-10-01': 1925.08, '2020-11-01': 1943.72, '2020-12-01': 1958.09, '2021-01-01': 1968.63, '2021-02-01': 1979.69, '2021-03-01': 1994.85, '2021-04-01': 2014.02, '2021-05-01': 2036.68, '2021-06-01': 2060.43, '2021-07-01': 2088.77, '2021-08-01': 2113.34, '2021-09-01': 2136.57, '2021-10-01': 2158.73, '2021-11-01': 2185.93, '2021-12-01': 2210.31, '2022-01-01': 2228.84, '2022-02-01': 2236.5, '2022-03-01': 2247.09, '2022-04-01': 2266.45, '2022-05-01': 2294.56, '2022-06-01': 2322.11, '2022-07-01': 2340.62, '2022-08-01': 2348.99, '2022-09-01': 2349.18, '2022-10-01': 2350.85, '2022-11-01': 2353.64, '2022-12-01': 2359.65, '2023-01-01': 2365.74, '2023-02-01': 2372.51, '2023-03-01': 2384.65, '2023-04-01': 2398.23, '2023-05-01': 2417.33, '2023-06-01': 2436.26, '2023-07-01': 2452.0, '2023-08-01': 2461.92, '2023-09-01': 2466.62, '2023-10-01': 2470.09, '2023-11-01': 2473.28, '2023-12-01': 2478.49, '2024-01-01': 2489.46}","{'representative_monthly_cost': 2456.96, 'estimated_income_needed': 105298.29, 'yoy_buy_cost_change_pct': 5.23}",32.6087,-85.4903
Birmingham,AL,"{'2015-01-01': 505.11, '2015-02-01': 505.21, '2015-03-01': 505.21, '2015-04-01': 508.93, '2015-05-01': 517.49, '2015-06-01': 527.15, '2015-07-01': 533.56, '2015-08-01': 536.67, '2015-09-01': 538.34, '2015-10-01': 543.32, '2015-11-01': 549.49, '2015-12-01': 553.89, '2016-01-01': 553.32, '2016-02-01': 551.45, '2016-03-01': 549.57, '2016-04-01': 548.58, '2016-05-01': 545.77, '2016-06-01': 542.61, '2016-07-01': 537.37, '2016-08-01': 533.98, '2016-09-01': 531.96, '2016-10-01': 536.49, '2016-11-01': 543.57, '2016-12-01': 550.54, '2017-01-01': 553.58, '2017-02-01': 554.01, '2017-03-01': 555.93, '2017-04-01': 557.12, '2017-05-01': 556.69, '2017-06-01': 552.27, '2017-07-01': 549.74, '2017-08-01': 550.7, '2017-09-01': 554.82, '2017-10-01': 558.2, '2017-11-01': 560.28, '2017-12-01': 562.6, '2018-01-01': 565.99, '2018-02-01': 571.04, '2018-03-01': 576.57, '2018-04-01': 579.61, '2018-05-01': 580.95, '2018-06-01': 581.46, '2018-07-01': 583.76, '2018-08-01': 586.11, '2018-09-01': 586.77, '2018-10-01': 587.42, '2018-11-01': 589.14, '2018-12-01': 593.95, '2019-01-01': 599.69, '2019-02-01': 602.24, '2019-03-01': 603.23, '2019-04-01': 603.94, '2019-05-01': 607.58, '2019-06-01': 612.52, '2019-07-01': 617.55, '2019-08-01': 621.91, '2019-09-01': 624.78, '2019-10-01': 624.83, '2019-11-01': 627.21, '2019-12-01': 631.51, '2020-01-01': 638.33, '2020-02-01': 642.55, '2020-03-01': 647.41, '2020-04-01': 656.24, '2020-05-01': 663.03, '2020-06-01': 664.11, '2020-07-01': 660.75, '2020-08-01': 663.01, '2020-09-01': 673.15, '2020-10-01': 691.38, '2020-11-01': 712.87, '2020-12-01': 737.23, '2021-01-01': 757.99, '2021-02-01': 781.07, '2021-03-01': 804.96, '2021-04-01': 827.63, '2021-05-01': 846.13, '2021-06-01': 862.34, '2021-07-01': 873.49, '2021-08-01': 878.07, '2021-09-01': 877.46, '2021-10-01': 881.57, '2021-11-01': 890.57, '2021-12-01': 900.35, '2022-01-01': 913.9, '2022-02-01': 933.51, '2022-03-01': 954.27, '2022-04-01': 968.2, '2022-05-01': 973.78, '2022-06-01': 985.32, '2022-07-01': 994.41, '2022-08-01': 997.53, '2022-09-01': 990.93, '2022-10-01': 982.59, '2022-11-01': 972.86, '2022-12-01': 960.06, '2023-01-01': 944.24, '2023-02-01': 933.95, '2023-03-01': 930.49, '2023-04-01': 938.16, '2023-05-01': 948.17, '2023-06-01': 952.54, '2023-07-01': 951.41, '2023-08-01': 945.47, '2023-09-01': 936.79, '2023-10-01': 921.65, '2023-11-01': 904.79, '2023-12-01': 892.01, '2024-01-01': 887.46}","{'representative_monthly_cost': 935.37, 'estimated_income_needed': 40087.29, 'yoy_buy_cost_change_pct': -6.01}",33.5279,-86.7971
Cullman,AL,"{'2015-01-01': 910.31, '2015-02-01': 914.72, '2015-03-01': 916.43, '2015-04-01': 919.29, '2015-05-01': 923.32, '2015-06-01': 928.66, '2015-07-01': 934.45, '2015-08-01': 941.34, '2015-09-01': 947.31, '2015-10-01': 952.9, '2015-11-01': 955.41, '2015-12-01': 961.68, '2016-01-01': 969.09, '2016-02-01': 978.47, '2016-03-01': 984.38, '2016-04-01': 989.65, '2016-05-01': 994.75, '2016-06-01': 1001.88, '2016-07-01': 1006.51, '2016-08-01': 1008.0, '2016-09-01': 1007.82, '2016-10-01': 1009.43, '2016-11-01': 1012.61, '2016-12-01': 1016.2, '2017-01-01': 1017.38, '2017-02-01': 1018.52, '2017-03-01': 1017.75, '2017-04-01': 1019.02, '2017-05-01': 1018.96, '2017-06-01': 1020.41, '2017-07-01': 1021.11, '2017-08-01': 1021.99, '2017-09-01': 1022.71, '2017-10-01': 1024.9, '2017-11-01': 1029.99, '2017-12-01': 1036.18, '2018-01-01': 1042.82, '2018-02-01': 1051.04, '2018-03-01': 1061.12, '2018-04-01': 1068.5, '2018-05-01': 1072.78, '2018-06-01': 1075.73, '2018-07-01': 1081.31, '2018-08-01': 1087.49, '2018-09-01': 1093.08, '2018-10-01': 1096.72, '2018-11-01': 1100.49, '2018-12-01': 1101.92, '2019-01-01': 1104.1, '2019-02-01': 1106.15, '2019-03-01': 1112.19, '2019-04-01': 1118.68, '2019-05-01': 1124.56, '2019-06-01': 1128.7, '2019-07-01': 1131.73, '2019-08-01': 1138.27, '2019-09-01': 1149.56, '2019-10-01': 1164.7, '2019-11-01': 1179.56, '2019-12-01': 1190.78, '2020-01-01': 1201.42, '2020-02-01': 1206.47, '2020-03-01': 1210.28, '2020-04-01': 1208.37, '2020-05-01': 1207.11, '2020-06-01': 1207.3, '2020-07-01': 1212.4, '2020-08-01': 1222.52, '2020-09-01': 1235.6, '2020-10-01': 1249.28, '2020-11-01': 1262.01, '2020-12-01': 1271.91, '2021-01-01': 1279.11, '2021-02-01': 1287.96, '2021-03-01': 1299.98, '2021-04-01': 1315.47, '2021-05-01': 1334.56, '2021-06-01': 1357.9, '2021-07-01': 1386.34, '2021-08-01': 1410.87, '2021-09-01': 1429.64, '2021-10-01': 1445.82, '2021-11-01': 1464.92, '2021-12-01': 1482.23, '2022-01-01': 1497.66, '2022-02-01': 1513.78, '2022-03-01': 1534.37, '2022-04-01': 1559.86, '2022-05-01': 1582.33, '2022-06-01': 1602.72, '2022-07-01': 1613.57, '2022-08-01': 1618.53, '2022-09-01': 1616.68, '2022-10-01': 1611.94, '2022-11-01': 1604.7, '2022-12-01': 1596.82, '2023-01-01': 1589.64, '2023-02-01': 1582.05, '2023-03-01': 1579.87, '2023-04-01': 1586.02, '2023-05-01': 1600.33, '2023-06-01': 1613.86, '2023-07-01': 1621.58, '2023-08-01': 1625.62, '2023-09-01': 1628.98, '2023-10-01': 1629.93, '2023-11-01': 1627.41, '2023-12-01': 1622.53, '2024-01-01': 1617.27}","{'representative_monthly_cost': 1619.42, 'estimated_income_needed': 69403.71, 'yoy_buy_cost_change_pct': 1.74}",34.1775,-86.8407
Daphne,AL,"{'2015-01-01': 1246.57, '2015-02-01': 1250.92, '2015-03-01': 1256.13, '2015-04-01': 1264.46, '2015-05-01': 1274.41, '2015-06-01': 1283.93, '2015-07-01': 1291.24, '2015-08-01': 1296.43, '2015-09-01': 1300.25, '2015-10-01': 1302.38, '2015-11-01': 1304.81, '2015-12-01': 1309.33, '2016-01-01': 1315.95, '2016-02-01': 1322.04, '2016-03-01': 1325.07, '2016-04-01': 1328.15, '2016-05-01': 1331.84, '2016-06-01': 1335.86, '2016-07-01': 1336.17, '2016-08-01': 1334.52, '2016-09-01': 1335.05, '2016-10-01': 1337.65, '2016-11-01': 1340.4, '2016-12-01': 1342.82, '2017-01-01': 1345.93, '2017-02-01': 1351.57, '2017-03-01': 1358.15, '2017-04-01': 1364.69, '2017-05-01': 1368.95, '2017-06-01': 1373.17, '2017-07-01': 1376.61, '2017-08-01': 1380.35, '2017-09-01': 1382.53, '2017-10-01': 1387.05, '2017-11-01': 1394.11, '2017-12-01': 1402.16, '2018-01-01': 1407.35, '2018-02-01': 1409.43, '2018-03-01': 1413.47, '2018-04-01': 1419.14, '2018-05-01': 1426.23, '2018-06-01': 1431.74, '2018-07-01': 1438.42, '2018-08-01': 1442.61, '2018-09-01': 1445.85, '2018-10-01': 1446.81, '2018-11-01': 1449.49, '2018-12-01': 1453.93, '2019-01-01': 1459.12, '2019-02-01': 1466.1, '2019-03-01': 1469.54, '2019-04-01': 1471.27, '2019-05-01': 1472.27, '2019-06-01': 1476.75, '2019-07-01': 1484.75, '2019-08-01': 1494.88, '2019-09-01': 1503.17, '2019-10-01': 1510.53, '2019-11-01': 1516.59, '2019-12-01': 1522.46, '2020-01-01': 1528.46, '2020-02-01': 1531.55, '2020-03-01': 1538.93, '2020-04-01': 1544.62, '2020-05-01': 1550.9, '2020-06-01': 1555.83, '2020-07-01': 1563.11, '2020-08-01': 1573.84, '2020-09-01': 1589.23, '2020-10-01': 1607.7, '2020-11-01': 1629.48, '2020-12-01': 1648.91, '2021-01-01': 1665.3, '2021-02-01': 1682.32, '2021-03-01': 1700.52, '2021-04-01': 1724.98, '2021-05-01': 1753.36, '2021-06-01': 1787.13, '2021-07-01': 1823.03, '2021-08-01': 1855.25, '2021-09-01': 1882.06, '2021-10-01': 1905.86, '2021-11-01': 1929.81, '2021-12-01': 1953.09, '2022-01-01': 1978.14, '2022-02-01': 2006.14, '2022-03-01': 2034.55, '2022-04-01': 2064.24, '2022-05-01': 2089.02, '2022-06-01': 2114.23, '2022-07-01': 2130.68, '2022-08-01': 2142.42, '2022-09-01': 2145.87, '2022-10-01': 2148.46, '2022-11-01': 2149.52, '2022-12-01': 2149.43, '2023-01-01': 2147.2, '2023-02-01': 2146.88, '2023-03-01': 2152.35, '2023-04-01': 2161.75, '2023-05-01': 2175.06, '2023-06-01': 2189.51, '2023-07-01': 2199.86, '2023-08-01': 2203.7, '2023-09-01': 2202.07, '2023-10-01': 2200.81, '2023-11-01': 2199.0, '2023-12-01': 2196.73, '2024-01-01': 2196.58}","{'representative_monthly_cost': 2196.65, 'estimated_income_needed': 94142.14, 'yoy_buy_cost_change_pct': 2.3}",30.6263,-87.8816
